"","loc_name","grant","grant_period","grant_status","file_name","disease","data_source","primary_recipient","secondary_recipient","file_currency","geography_detail","mod_framework_format","file_iteration","function_financial","sheet_financial","start_date_financial","period_financial","qtr_number_financial","language_financial","pudr_semester_financial","function_programmatic","sheet_impact_outcome_1a","language_1a","sheet_impact_outcome_1a_disagg","language_1a_disagg","sheet_coverage_1b","language_1b","sheet_coverage_1b_disagg","language_1b_disagg","start_date_programmatic","end_date_programmatic","pudr_semester_programmatic","update_date","ihme_received_date","received_from","dates_verified","version_type","notes"
"139","gtm","GUA-311-G05-H","2014-2017","not_active","GUA HIVOS PU P28_ALF_Final_28Ago2015.xls","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","unknown","LFA Annex-SR Financials","NA",NA,NA,NA,NA,"unknown","LFA Programmatic Progress_1A","eng","NA","eng","LFA Progragrammatic Progress_1B","eng","NA","eng","42005","42185","2-A",NA,NA,NA,NA,NA,NA
"140","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05_H_PUDR P27_ALFsigned.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown","LFA Programmatic Progress_1A","eng","NA","eng","LFA Progragrammatic Progress_1B","eng","NA","eng","41821","42004","NA",NA,NA,NA,NA,NA,NA
"141","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H PUDR_P30_LFA.xlsm","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","initial","pudr","LFA AFR_7B","42370","270","1","eng","3-A","master","Inds. de reperc. y results_1A","esp","Desglose_1A","esp","Indicadores de cobertura_1B","esp","Desglose_1B","esp","42370","42643","3-AB",NA,NA,NA,NA,NA,NA
"142","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H RCC2_IL5_SBb.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"143","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H_IL2_Addendum SB.XLS","hiv","document","HIVOS","na","USD","NA","FALSE","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"144","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H_IL2_Addendum SB_edit 2.XLS","hiv","document","HIVOS","na","USD","NA","FALSE","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"145","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H_IL2_Addendum SB_edit.XLS","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","final","summary","Budget summary GF","41548","90","2","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"146","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H_IL7_updated_Budget 2.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"147","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H_IL7_updated_Budget.xlsx","hiv","budget","HIVOS","na","USD","NATIONAL","FALSE","final","detailed","Detailed Budget","42370","90","5","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"148","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H PUDR29_ALF_280216.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","unknown","LFA EFR_yB",NA,NA,NA,NA,NA,"master","Impact Outcome Indicators_1A","eng","NA","eng","Coverage Indicators_1B","eng","NA","eng","42186","42369","2-B",NA,NA,NA,NA,NA,NA
"149","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H_Progress Report_30Jun2017_v7_Rev_ALF - Editable.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","initial","NA","NA","NA","NA","NA","NA","NA","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42644","42916","3-B:4-A",NA,NA,NA,NA,NA,"*This seems like the same version as the file name without ""-Editable"" at the end, so it's just a copy, not an iteration. EL 10/10/2019"
"150","gtm","GUA-311-G05-H","2014-2017","not_active","GUA-311-G05-H_Progress Report_30Jun2017_v7_Rev_ALF.xlsx","hiv","pudr","HIVOS","na","USD","NATIONAL","FALSE","final","NA","NA","NA","NA","NA","NA","NA","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42644","42916","3-B:4-A",NA,NA,NA,NA,NA,NA
"151","gtm","GUA-311-G05-H","2010-2014","not_active","GUA-311-G05-H_PUDR_P25_ALF_20Mar2014.xls","hiv","pudr","multiple","na","USD","SUBNATIONAL","FALSE","final","unknown","LFA_Annex-SR Financials","41548","90","1","eng",NA,"unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"152","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H EFR_Form_2016_EFR ENGLISH VERSION.xlsx","hiv","pudr","MoH","na","USD","NATIONAL","FALSE","final","pudr","LFA EFR_7","42370","365","1","esp","3-B:4-A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,"EL 9/11/2019",NA,NA
"153","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H EFR_Form_2016_EFR SPANISH VERSION.xls","hiv","pudr","MoH","na","USD","NATIONAL","FALSE","initial","pudr","LFA EFR_7","42370","270","1","esp","3-B:4-A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,"*This PUDR is actually not an initial PUDR, it should be the same as the ""English"" version. EL 8/7/2019"
"154","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H_SB_Y4-6a_IL7 2.xlsx","hiv","budget","MoH","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"155","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H_SB_Y4-6a_IL7.xlsx","hiv","budget","MoH","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"156","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H_SCN_Extension_Budget_IL8 2.xls","hiv","budget","MoH","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"157","gtm","GUA-311-G06-H","2013-2017","not_active","GUA-311-G06-H_SCN_Extension_Budget_IL8.xlsx","hiv","budget","MoH","na","USD","NATIONAL","FALSE","final","detailed","Detailed Budget","42644","90","5","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"158","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_IL4_SB_Year_3_5b_ENG 2.XLS","tb","budget","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"159","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_IL4_SB_Year_3_5b_ENG.XLS","tb","budget","MoH","na","USD","NATIONAL","FALSE","final","summary","Budget summary GF","40634","90","10","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"160","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_SB_Year_6_7_ENG 2.XLS","tb","budget","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"161","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_SB_Year_6_7_ENG.XLS","tb","budget","MoH","na","USD","NATIONAL","FALSE","final","detailed_other","Detailed budget","41122","90","8","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"162","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_SummaryBudget_Aug-Dec 2014_NCExtension.xls","tb","budget","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"163","gtm","GTM-610-G04-T","2012-2015","not_active","GUA-610-G04-T_SummaryBudget_Aug-Dec 2014_NCExtension_edit.xls","tb","budget","MSPAS","na","USD","NATIONAL","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"164","gtm","GTM-M-MSPAS","2014-2018","active","GUA MAL sol.desembolso_ALF.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","unknown",NA,"42370","180","1","esp",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"165","gtm","GTM-M-MSPAS","2018-2018","active","GTM-M-MSPAS_PU_FINAL_fuentes_indi_corregidos.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43282","180","1","eng","1-A","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","43282","43465","1-A",NA,2019-07-10,"CEP","EL 9/11/2019",NA,NA
"166","gtm","GTM-M-MSPAS","2014-2018","active","GUA-M-MSPAS EFR FASE II -2016_RevALF - Editable.xlsx","malaria","pudr","MoH","na","USD","NATIONAL","FALSE","initial","pudr","LFA EFR_7","42370","365","1","esp","2-B:3-A","master","Impact Outcome Indicators_1A","esp","Disaggregation_1A","esp","Coverage Indicators_1B","esp","Disaggregation_1B","esp","42552","42735","3-A",NA,NA,NA,NA,NA,NA
"167","gtm","GTM-M-MSPAS","2011-2014","active","GUA-M-MSPAS_IL1_SB_Y1-3a_FINAL.XLS","malaria","budget","MSPAS","na","USD","NATIONAL","FALSE","final","summary","Budget summary GF","40634","90","11","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"168","gtm","GTM-M-MSPAS","2011-2014","active","Copy of GUA-M-MSPAS P3 PUDRLFArev.xls","malaria","pudr","MSPAS","na","USD","NA","FALSE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"169","gtm","GTM-M-MSPAS","2014-2018","active","GUA-M-MSPAS_SB_Y4-6a_IL8.xlsx","malaria","budget","MSPAS","na","USD","NATIONAL","FALSE","final","old_detailed","Detailed Budget - Year 1","41640","90","4","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"170","gtm","GTM-M-MSPAS","2014-2018","active","GUA-M-MSPAS_SB_Y4-6a_IL8.xlsx","malaria","budget","MSPAS","na","USD","NATIONAL","FALSE","final","old_detailed","Detailed Budget - Year 2","42005","90","4","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"171","gtm","GTM-M-MSPAS","2014-2018","active","GUA-M-MSPAS_SB_Y4-6a_IL8.xlsx","malaria","budget","MSPAS","na","USD","NATIONAL","FALSE","final","old_detailed","Detailed Budget - Year 3","42370","90","4","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"172","gtm","NA","NA","NA","Herramienta de Evaluacion de Capacidades_PNUD (2).xlsx","NA","document","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"173","gtm","NA","NA","NA","Herramienta de Evaluacion de Capacidades_PNUD.xlsx","NA","document","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"174","uga","NA","NA","NA","HIV Forecast for Jul to Dec 2018.xlsx","hiv","document","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"175","cod","COD-H-MOH","2018-2020","active","HIV PNLS_Budget grantname.xlsx","hiv","budget","MoH","na","USD","NATIONAL","TRUE","initial","detailed","Detailed Budget","43101","90","12","fr",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"176","cod","COD-T-MOH","2018-2020","active","HIV_PNLS_FundingLandscape.xlsx","hiv","document","MoH","na","NA","NA","TRUE","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"177","cod","COD-T-MOH","2018-2020","active","HIV_PNLS_implementation map.xlsx","hiv","document","MoH","na","NA","NA","TRUE","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"178","cod","COD-T-MOH","2018-2020","active","HIV_PNLS_ProgGap.xlsx","hiv","document","MoH","na","NA","NA","TRUE","NA","NA",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"179","cod","COD-C-CORDAID","2018-2020","active","HIV_TB_Cordaid Performance Framework.xlsx","hiv/tb","performance_framework","CORDAID","na","NA","NATIONAL","FALSE","final","NA",NA,NA,NA,NA,NA,NA,"unknown",NA,"fr",NA,"fr","Coverage Indicators - Section D","fr",NA,"fr","43101","43281","NA",2018-08-29,NA,NA,NA,NA,"*It's not clear from the file exactly when the programmatic reporting period was, so I assumed this was the first semester report. EL 7/22/2019"
"180","gtm","GUA-311-G05-H","2010-2014","not_active","IL1_SB1-3a_GUA-311-G05-H (1).XLS","hiv","budget","MoH","na","USD","NATIONAL","FALSE","initial","summary","Budget summary GF","40452","90","12","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"*It's unclear whether this is an iteration, or just a copy of the final file. 8/8/2019"
"181","gtm","GUA-311-G05-H","2010-2014","not_active","IL1_SB1-3a_GUA-311-G05-H 2.XLS","hiv","budget","MoH","na","USD","NATIONAL","FALSE","initial","summary","Budget summary GF","40452","90","12","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"*It's unclear whether this is an iteration, or just a copy of the final file. 8/8/2019"
"182","gtm","GUA-311-G05-H","2010-2014","not_active","IL1_SB1-3a_GUA-311-G05-H.XLS","hiv","budget","MoH","na","USD","NATIONAL","FALSE","final","summary","Budget summary GF","40452","90","12","esp",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"183","gtm","GUA-311-G06-H","2013-2017","not_active","Informe PUDR P-30 Noviembre 2016_Rev ALF FINAL.xls","hiv","pudr","MoH","na","USD","NATIONAL","TRUE","initial","pudr","LFA EFR_7","42370","270","1","esp","3-B:4-A","master","Inds. de reperc. y results_1A","esp","NA","esp","Indicadores de cobertura_1B","esp","NA","esp","42370","42643","3-B:4-A",NA,NA,NA,NA,NA,NA
"184","cod","NA","2018-2020","NA","init_gf_budgets_2018_2020.csv","NA","budget","NA","NA","NA","NA","TRUE","NA","unknown",NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA
"185","sen","SEN-M-IntraH","2015-2017","not_active","IntraHealth PUDR 2017.xlsx","malaria","pudr","IntraHealth International, Inc.","na","EUR","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42736","365","1","fr","3-AB","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","42917","43100","3-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"186","cod","COD-H-CORDAID","2012-2015","not_active","LFA PUDR_CORDAID_S6_janv-juin 2015_LFA Review_FINAL.xlsm","hiv","pudr","CORDAID","na","USD","NATIONAL","FALSE","final","unknown",NA,"42005","180",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,"42005","42185","NA",NA,NA,NA,NA,NA,NA
"187","cod","COD-M-MOH","2018-2020","active","COD-M-MOH_PU 30 Juin2018_Révision du 29 Oct 2018.xlsx","malaria","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","180","1","fr","1-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43101","43281","1-A",NA,NA,NA,"EL 9/11/2019",NA,NA
"188","gtm","GTM-M-MSPAS","2014-2018","active","PUDR P7, REVISADO ALF 14092014.xlsx","malaria","pudr","MSPAS","na","USD","NATIONAL","TRUE","final","unknown",NA,"41640","180","1",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,"41640","41820","NA",2014-09-14,NA,NA,NA,NA,NA
"189","cod","COD-M-MOH","2018-2020","active","PUDR 31122018 revised 13052019.xlsx","malaria","pudr","MoH","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43282","43465","1-B",2019-05-13,2019-05-16,"CEP",NA,NA,NA
"190","uga","UGA-C-TASO","2015-2017","active","LFA Reviewed UGA-C-TASO PUDR for PE 31 December 2016.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42370","365","1","eng","1-B:2-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42552","42735","2-A",2016-12-31,2019-07-16,"CT (Patrick)","EL 10/8/2019",NA,NA
"191","uga","UGA-C-TASO","2015-2017","active","LFA reviewed UGA-C-TASO PUDR PE 31 December 2017.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42736","365","1","eng","2-B:3-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","3-A",2017-12-31,2019-07-16,"CT (Patrick)","EL 10/8/2019",NA,NA
"192","uga","UGA-C-TASO","2018-2020","active","LFA Reviewed UGA-C-TASO PE 31Dec18_26April 19.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","43101","365","1","eng","1-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","43282","43465","1-B",NA,NA,NA,"EL 9/12/2019",NA,NA
"193","uga","UGA-C-TASO","2015-2017","active","UGA-C-TASO_PU_PEJune2017_LFA_30Nov17.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","PR Expenditure_7A","42736","180","1","eng","2-B","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","2-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"194","uga","UGA-C-TASO","2015-2017","active","UGA-C-TASO_Detailed Budget_Revised_May 2017.xlsx","hiv/tb","budget","TASO","na","USD","NATIONAL","TRUE","final","detailed","Detailed Budget","42186","90","10","eng",NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",2017-05-01,NA,NA,NA,NA,NA
"195","uga","UGA-C-TASO","2015-2017","active","LFA Reviewed UGA-C-TASO PE 30 06 2016.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","unknown",NA,NA,NA,NA,NA,NA,"master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42370","42551","1-B",2016-06-30,2019-07-16,"CT (Patrick)",NA,NA,NA
"196","uga","UGA-C-TASO","2018-2020","active","UGA-C-TASO_IL1_Catalytic Funding_PerformanceFramework_26April18.xlsx","hiv/tb","pudr","TASO","na","USD","NATIONAL","TRUE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown",NA,"eng",NA,"eng","Coverage Indicators - Section D","eng",NA,"eng","43101","43281","1-A",2018-04-26,2019-07-16,"CT (Patrick)",NA,NA,"*It's difficult to tell what programmatic reporting period this file corresponds to. EL 7.16.19"
"197","cod","COD-H-MOH","2018-2020","active","HIV_MOH_PUDR_S1 2019_not verified.xlsx","hiv","pudr","MoH","NA","USD","NATIONAL","TRUE","initial","pudr","LFA Expenditure_7B","43466","180","1","eng","2-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43466","43646","2-A",2019-06-30,2019-09-25,"Sylvie","EL 9/27/2019",NA,NA
"198","cod","COD-M-MOH","2018-2020","active","Malaria_MOH_PUDR_S1 2019_LFA verified.xlsx","malaria","pudr","MoH","NA","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43466","180","1","eng","2-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43466","43646","2-A",2019-06-30,2019-09-25,"Sylvie","EL 9/27/2019",NA,NA
"199","uga","UGA-M-TASO","2015-2017","active","LFA reviewed_UGA-M-TASO_PU_PEJune 2015.xls","malaria","pudr","TASO","na","USD","NATIONAL","TRUE","final","unknown",NA,NA,NA,NA,NA,NA,"unknown",NA,"eng",NA,"eng",NA,"eng",NA,"eng","42005","42185","1-A",2015-06-30,2019-07-16,"CT (Patrick)",NA,NA,NA
"200","uga","UGA-S-MoFPED","2015-2017","not_active","LFA Reviewed UGA-S-MOFPED PUDR PE 30 June 2017 (Dec 5).xlsx","rssh","pudr","MoPFED","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","2-B",NA,NA,NA,"EL 9/11/2019",NA,NA
"201","uga","UGA-S-TASO","2015-2017","not_active","LFA Reviewed UGA-S-TASO PE 30 06 2016.xlsx","rssh","pudr","TASO","na","USD","NATIONAL","TRUE","final","unknown",NA,NA,NA,NA,NA,NA,"master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42370","42551","1-B",2016-06-30,NA,NA,NA,NA,NA
"202","uga","UGA-S-TASO","2015-2017","not_active","LFA reviewed UGA-S-TASO PE 31 December 2017 Final.xlsx","rssh","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42736","365","1","eng","2-B:3-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42917","43100","3-A",2017-12-31,2019-07-16,"CT (Patrick)",NA,NA,NA
"203","uga","UGA-S-TASO","2015-2017","not_active","LFA reviewed UGA-S-TASO PE Dec 2015_27June16.xlsm","rssh","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA AFR_7B","42186","180","1","eng","1-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42186","42369","1-A",2016-06-27,2019-07-16,"CT (Patrick)",NA,NA,"*The financial reporting period is not clear in this file. Based on familiarity with these files, I'm assuming this is the full-year PUDR because it was submitted in December. EL 7/16/2019"
"204","uga","UGA-S-TASO","2015-2017","not_active","LFA Reviewed UGA-S-TASO PUDR for PE 31 December 2016.xlsx","rssh","pudr","TASO","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42370","365","1","eng","1-B:2-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42552","42735","2-A",2016-12-31,2019-07-16,"CT (Patrick)",NA,NA,NA
"205","cod","COD-M-SANRU","2018-2020","active","COD-M-SANRU - PU 30 june 2018 - Révision Oct2018 (final)_IHME.xlsx","malaria","pudr","SANRU","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","43101","180","1","eng","1-A","master","Impact Outcome Indicators_1A","fr","Disaggregation_1A","fr","Coverage Indicators_1B","fr","Disaggregation_1B","fr","43101","43281","1-A",2018-10-01,NA,NA,NA,NA,NA
"206","uga","UGA-T-MoFPED","2015-2017","active","LFA reviewed UGA-T-MoFPED PUDR for PE 31 December 2016.xlsx","tb","pudr","MoPFED","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","180","1","eng","2-A","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42552","42735","2-A",NA,NA,NA,"EL 9/11/2019",NA,"*This file has issues with """"disappearing"""" expenditure, i.e. less expenditure is reported for a line-item in the full-year PUDR than for semester 1"
"207","uga","UGA-T-MoFPED","2015-2017","active","LFA reviewed UGA-T-MOFPED PUDR Jan-Jun 017 (Dec 8).xlsx","tb","pudr","MoPFED","na","USD","NATIONAL","TRUE","final","pudr","LFA Expenditure_7B","42552","365","1","eng","2-AB","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42736","42916","2-B",NA,NA,NA,"EL 9/11/2019",NA,"*This file has issues with """"disappearing"""" expenditure, i.e. less expenditure is reported for a line-item in the full-year PUDR than for semester 1"
"208","uga","UGA-T-MoFPED","2015-2017","active","LFA Reviewed UGA-T-MoFPED PUDR PE 30 06 2016.xlsm","tb","pudr","MoPFED","na","USD","NATIONAL","TRUE","initial","pudr","LFA AFR_7B","42370","180","1","eng","1-B","master","Impact Outcome Indicators_1A","eng","Disaggregation_1A","eng","Coverage Indicators_1B","eng","Disaggregation_1B","eng","42370","42551","1-B",NA,NA,NA,NA,NA,NA
