"","cost_category","loc_id","budget","disbursement","source","start_date","period","expenditure","disease","data_source","code","coeff","end_date"
"1024","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","H5_4",1,2012-01-29
"1025","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","M5_2",1,2012-01-29
"1026","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","M5_2",1,2012-01-29
"1027","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","T5_4",1,2012-01-29
"1028","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","H5_4",1,2012-01-29
"1029","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","M5_2",1,2012-01-29
"1030","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","M5_2",1,2012-01-29
"1031","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","T5_4",1,2012-01-29
"1032","Supportive environment: Program management and administration","gtm",68770,0,"gf",2011-11-01,90,0,"tb","fpm_budget","H5_4",1,2012-01-29
"1033","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1034","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1035","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","T5_4",1,2012-04-30
"1036","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","H5_4",1,2012-04-30
"1037","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1038","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1039","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","T5_4",1,2012-04-30
"1040","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","H5_4",1,2012-04-30
"1041","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1042","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","M5_2",1,2012-04-30
"1043","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","T5_4",1,2012-04-30
"1044","Supportive environment: Program management and administration","gtm",96350,0,"gf",2012-02-01,90,0,"tb","fpm_budget","H5_4",1,2012-04-30
"1045","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1046","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1047","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","T5_4",1,2012-07-29
"1048","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","H5_4",1,2012-07-29
"1049","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1050","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1051","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","T5_4",1,2012-07-29
"1052","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","H5_4",1,2012-07-29
"1053","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1054","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","M5_2",1,2012-07-29
"1055","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","T5_4",1,2012-07-29
"1056","Supportive environment: Program management and administration","gtm",86594,0,"gf",2012-05-01,90,0,"tb","fpm_budget","H5_4",1,2012-07-29
"1057","Supportive environment: Program management and administration","gtm",99974.3,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1058","Supportive environment: Program management and administration","gtm",99974.3,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1059","Supportive environment: Program management and administration","gtm",99974.3,0,"gf",2012-08-01,90,0,"tb","fpm_budget","T5_4",1,2012-10-29
"1060","Supportive environment: Program management and administration","gtm",99974.3,0,"gf",2012-08-01,90,0,"tb","fpm_budget","H5_4",1,2012-10-29
"1061","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1062","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1063","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-08-01,90,0,"tb","fpm_budget","T5_4",1,2012-10-29
"1064","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-08-01,90,0,"tb","fpm_budget","H5_4",1,2012-10-29
"1065","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1066","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2012-08-01,90,0,"tb","fpm_budget","M5_2",1,2012-10-29
"1067","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2012-08-01,90,0,"tb","fpm_budget","T5_4",1,2012-10-29
"1068","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2012-08-01,90,0,"tb","fpm_budget","H5_4",1,2012-10-29
"1069","Supportive environment: Program management and administration","gtm",68874.4,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1070","Supportive environment: Program management and administration","gtm",68874.4,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1071","Supportive environment: Program management and administration","gtm",68874.4,0,"gf",2012-11-01,90,0,"tb","fpm_budget","T5_4",1,2013-01-29
"1072","Supportive environment: Program management and administration","gtm",68874.4,0,"gf",2012-11-01,90,0,"tb","fpm_budget","H5_4",1,2013-01-29
"1073","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1074","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1075","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-11-01,90,0,"tb","fpm_budget","T5_4",1,2013-01-29
"1076","Supportive environment: Program management and administration","gtm",0,0,"gf",2012-11-01,90,0,"tb","fpm_budget","H5_4",1,2013-01-29
"1077","Supportive environment: Program management and administration","gtm",3327.99,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1078","Supportive environment: Program management and administration","gtm",3327.99,0,"gf",2012-11-01,90,0,"tb","fpm_budget","M5_2",1,2013-01-29
"1079","Supportive environment: Program management and administration","gtm",3327.99,0,"gf",2012-11-01,90,0,"tb","fpm_budget","T5_4",1,2013-01-29
"1080","Supportive environment: Program management and administration","gtm",3327.99,0,"gf",2012-11-01,90,0,"tb","fpm_budget","H5_4",1,2013-01-29
"1081","Supportive environment: Program management and administration","gtm",62084.1,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1082","Supportive environment: Program management and administration","gtm",62084.1,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1083","Supportive environment: Program management and administration","gtm",62084.1,0,"gf",2013-02-01,90,0,"tb","fpm_budget","T5_4",1,2013-05-01
"1084","Supportive environment: Program management and administration","gtm",62084.1,0,"gf",2013-02-01,90,0,"tb","fpm_budget","H5_4",1,2013-05-01
"1085","Supportive environment: Program management and administration","gtm",7000,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1086","Supportive environment: Program management and administration","gtm",7000,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1087","Supportive environment: Program management and administration","gtm",7000,0,"gf",2013-02-01,90,0,"tb","fpm_budget","T5_4",1,2013-05-01
"1088","Supportive environment: Program management and administration","gtm",7000,0,"gf",2013-02-01,90,0,"tb","fpm_budget","H5_4",1,2013-05-01
"1089","Supportive environment: Program management and administration","gtm",6798.01,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1090","Supportive environment: Program management and administration","gtm",6798.01,0,"gf",2013-02-01,90,0,"tb","fpm_budget","M5_2",1,2013-05-01
"1091","Supportive environment: Program management and administration","gtm",6798.01,0,"gf",2013-02-01,90,0,"tb","fpm_budget","T5_4",1,2013-05-01
"1092","Supportive environment: Program management and administration","gtm",6798.01,0,"gf",2013-02-01,90,0,"tb","fpm_budget","H5_4",1,2013-05-01
"1093","Supportive environment: Program management and administration","gtm",62923.8,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1094","Supportive environment: Program management and administration","gtm",62923.8,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1095","Supportive environment: Program management and administration","gtm",62923.8,0,"gf",2013-05-01,90,0,"tb","fpm_budget","T5_4",1,2013-07-29
"1096","Supportive environment: Program management and administration","gtm",62923.8,0,"gf",2013-05-01,90,0,"tb","fpm_budget","H5_4",1,2013-07-29
"1097","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1098","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1099","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-05-01,90,0,"tb","fpm_budget","T5_4",1,2013-07-29
"1100","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-05-01,90,0,"tb","fpm_budget","H5_4",1,2013-07-29
"1101","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1102","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-05-01,90,0,"tb","fpm_budget","M5_2",1,2013-07-29
"1103","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-05-01,90,0,"tb","fpm_budget","T5_4",1,2013-07-29
"1104","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-05-01,90,0,"tb","fpm_budget","H5_4",1,2013-07-29
"1105","Supportive environment: Program management and administration","gtm",44550.1,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1106","Supportive environment: Program management and administration","gtm",44550.1,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1107","Supportive environment: Program management and administration","gtm",44550.1,0,"gf",2013-08-01,90,0,"tb","fpm_budget","T5_4",1,2013-10-29
"1108","Supportive environment: Program management and administration","gtm",44550.1,0,"gf",2013-08-01,90,0,"tb","fpm_budget","H5_4",1,2013-10-29
"1109","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1110","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1111","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-08-01,90,0,"tb","fpm_budget","T5_4",1,2013-10-29
"1112","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-08-01,90,0,"tb","fpm_budget","H5_4",1,2013-10-29
"1113","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1114","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2013-08-01,90,0,"tb","fpm_budget","M5_2",1,2013-10-29
"1115","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2013-08-01,90,0,"tb","fpm_budget","T5_4",1,2013-10-29
"1116","Supportive environment: Program management and administration","gtm",15244.7,0,"gf",2013-08-01,90,0,"tb","fpm_budget","H5_4",1,2013-10-29
"1117","Supportive environment: Program management and administration","gtm",46710.7,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1118","Supportive environment: Program management and administration","gtm",46710.7,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1119","Supportive environment: Program management and administration","gtm",46710.7,0,"gf",2013-11-01,90,0,"tb","fpm_budget","T5_4",1,2014-01-29
"1120","Supportive environment: Program management and administration","gtm",46710.7,0,"gf",2013-11-01,90,0,"tb","fpm_budget","H5_4",1,2014-01-29
"1121","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1122","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1123","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-11-01,90,0,"tb","fpm_budget","T5_4",1,2014-01-29
"1124","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-11-01,90,0,"tb","fpm_budget","H5_4",1,2014-01-29
"1125","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1126","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-11-01,90,0,"tb","fpm_budget","M5_2",1,2014-01-29
"1127","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-11-01,90,0,"tb","fpm_budget","T5_4",1,2014-01-29
"1128","Supportive environment: Program management and administration","gtm",3867.14,0,"gf",2013-11-01,90,0,"tb","fpm_budget","H5_4",1,2014-01-29
"1129","Supportive environment: Program management and administration","gtm",41442.2,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1130","Supportive environment: Program management and administration","gtm",41442.2,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1131","Supportive environment: Program management and administration","gtm",41442.2,0,"gf",2014-02-01,90,0,"tb","fpm_budget","T5_4",1,2014-05-01
"1132","Supportive environment: Program management and administration","gtm",41442.2,0,"gf",2014-02-01,90,0,"tb","fpm_budget","H5_4",1,2014-05-01
"1133","Supportive environment: Program management and administration","gtm",7000,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1134","Supportive environment: Program management and administration","gtm",7000,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1135","Supportive environment: Program management and administration","gtm",7000,0,"gf",2014-02-01,90,0,"tb","fpm_budget","T5_4",1,2014-05-01
"1136","Supportive environment: Program management and administration","gtm",7000,0,"gf",2014-02-01,90,0,"tb","fpm_budget","H5_4",1,2014-05-01
"1137","Supportive environment: Program management and administration","gtm",6220.35,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1138","Supportive environment: Program management and administration","gtm",6220.35,0,"gf",2014-02-01,90,0,"tb","fpm_budget","M5_2",1,2014-05-01
"1139","Supportive environment: Program management and administration","gtm",6220.35,0,"gf",2014-02-01,90,0,"tb","fpm_budget","T5_4",1,2014-05-01
"1140","Supportive environment: Program management and administration","gtm",6220.35,0,"gf",2014-02-01,90,0,"tb","fpm_budget","H5_4",1,2014-05-01
"1141","Supportive environment: Program management and administration","gtm",47517.1,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1142","Supportive environment: Program management and administration","gtm",47517.1,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1143","Supportive environment: Program management and administration","gtm",47517.1,0,"gf",2014-05-01,90,0,"tb","fpm_budget","T5_4",1,2014-07-29
"1144","Supportive environment: Program management and administration","gtm",47517.1,0,"gf",2014-05-01,90,0,"tb","fpm_budget","H5_4",1,2014-07-29
"1145","Supportive environment: Program management and administration","gtm",0,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1146","Supportive environment: Program management and administration","gtm",0,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1147","Supportive environment: Program management and administration","gtm",0,0,"gf",2014-05-01,90,0,"tb","fpm_budget","T5_4",1,2014-07-29
"1148","Supportive environment: Program management and administration","gtm",0,0,"gf",2014-05-01,90,0,"tb","fpm_budget","H5_4",1,2014-07-29
"1149","Supportive environment: Program management and administration","gtm",4983.95,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1150","Supportive environment: Program management and administration","gtm",4983.95,0,"gf",2014-05-01,90,0,"tb","fpm_budget","M5_2",1,2014-07-29
"1151","Supportive environment: Program management and administration","gtm",4983.95,0,"gf",2014-05-01,90,0,"tb","fpm_budget","T5_4",1,2014-07-29
"1152","Supportive environment: Program management and administration","gtm",4983.95,0,"gf",2014-05-01,90,0,"tb","fpm_budget","H5_4",1,2014-07-29
"1153","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1154","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1155","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1156","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1157","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1158","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1159","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1160","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1161","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1162","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1163","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1164","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1165","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1166","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1167","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1168","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1169","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1170","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1171","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1172","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1173","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1174","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","M5_2",1,2014-06-29
"1175","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","T5_4",1,2014-06-29
"1176","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-04-01,90,0,"hiv","fpm_budget","H5_4",1,2014-06-29
"1177","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1178","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1179","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1180","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1181","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1182","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1183","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1184","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1185","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1186","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1187","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1188","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1189","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1190","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1191","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1192","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1193","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1194","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1195","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1196","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1197","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1198","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","M5_2",1,2014-09-28
"1199","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","T5_4",1,2014-09-28
"1200","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-07-01,90,0,"hiv","fpm_budget","H5_4",1,2014-09-28
"1201","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1202","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1203","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1204","Supportive environment: Program management and administration","gtm",292469.666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
"1205","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1206","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1207","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1208","Supportive environment: Program management and administration","gtm",6111.33333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
"1209","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1210","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1211","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1212","Supportive environment: Program management and administration","gtm",2214,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
"1213","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1214","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1215","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1216","Supportive environment: Program management and administration","gtm",7165.66666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
"1217","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1218","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1219","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1220","Supportive environment: Program management and administration","gtm",77561.6666666667,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
"1221","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1222","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","M5_2",1,2014-12-29
"1223","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","T5_4",1,2014-12-29
"1224","Supportive environment: Program management and administration","gtm",175401.333333333,0,"gf",2014-10-01,90,0,"hiv","fpm_budget","H5_4",1,2014-12-29
